PAYER_ID,PAYER_NAME
SX056,Keystone Health Plan West
23284,Keystone Mercy Health Plan
34145,Klais & Company
66123,Korean American Medical Group
KAMG1,Korean American Medical Group
KPS01,KPS-Kitsap Physician Services
LACAR,LA Care Health Plan
LVIPA,La Vida IPA
66127,Lakeside Comprehensive Healthcare
95415,Lakeside Health Services
LMG11,Lakeside Health Services
66125,Lakeside Medical Group
36333,Lawndale Christian Health Center
52193,LBA Health Plans
37316,Leon Medical Center Health Plan
87071,Liberty Health Advantage
11123,Liberty Mutual Insurance Company
37281,Liberty Union
TH120,Life Investors Insurance
TH093,Life Investors of America - Long Term Care
41136,Life Trac
91155,Lifewise Health Plan of Arizona
93093,LifeWise Healthplan of Oregon
TH106,LIPA/Agate Resources
37267,Loma Linda University Adventist Health Sciences Center Employee Health Plan
33036,Loma Linda University Healthcare - ManagedCare Claims
SKLA2,Louisiana Medicaid - Ambulance claims
SKLA1,Louisiana Medicaid - DME Claims
SKLA3,Louisiana Medicaid - KidMed Claims
SX159,Lovelace Salud
90328,Lovelace Sandia Health Plan
54195,"Lumenos, Inc."
36334,MacNeal Health Providers- CHS
01260,Magellan Health Services
11303,Magnacare
62413,Mail Handlers Benefit Plan
22195,Maksin Management Corporation
52148,MAMSI Life and Health Insurance Co. (MLH)
35162,"Managed Care Services, LLC"
MCS02,Managed Care Systems (Delano Regional Medical Group)
NYI0063,"Managed Care, Inc dba Galaxy Health Network"
22771,Managed Health Network
39186,Managed Health Services Indiana (Medicaid HMO)
39187,Managed Health Services Wisconsin
41159,Managed Physical Network
41555,"Manatee Service Center (Bradenton, FL)"
98010,Manulife W. J. Sutton Company
22348,Maryland Physicians Care
SX069,Maryland Public Mental Health
37121,Mashantucket Pequot Tribal Nation
TH111,"Master, Mates & Pilots Program"
56205,MBS
MHM02,McKinley Medical Group
20475,MDWise Hoosier Alliance
52203,Med3000
74323,"MedBen (Newark, OH)"
59231,MedCom
56162,"MedCost, Inc."
38353,MedDirect
95321,Medfocus
94265,Medica
78857,"MEDICA HEALTH CARE PLAN, INC."
SKCA1,Medi-Cal (Vision)
37298,"Medical Benefit Administrators, Inc/dba MBA of MD, Inc"
04258,"Medical Claims Service, Inc."
75229,"Medical Control, Inc."
52181,MEDICAL DEVELOPMENT INTERNATIONAL
D5701600,Medi-Cal EDS
29076,Medical Mutual of Ohio
84600,Medical Network of Colorado Springs
AMM02,Medical Services for Indigents
SMCA1,Medicare CA Northern (Palmetto)
SMCA2,Medicare CA Southern (Palmetto)
SMHI0,Medicare Hawaii (Palmetto)
SMNV0,Medicare Nevada (Palmetto)
SX170,Medicare Plus Blue
37304,Mediversal
35205,MedPartners
62160,"MedSolutions, Inc"
59221,Mega Life & Health Insurance Company - Insurance Center
01047,MEMIC
62181,Memorial Clinical Associates/ SelectCare of Texas (MCA)
TH092,Memorial Herman Health Network Providers
86052,Mercy Care Plan (AHCCCS)
43166,Mercy Health Plans
85035,Mesa Mental Health
65113,"Metcare Health Plans, Inc."
13265,Metro Plus Health Plan
10850,Metropolitan Health Plan
TH068,Metrowest HealthPlan
TH069,Metrowest Star Medicaid
23550,MFC & HealthPlus Peoria
37127,Michael Reese Physicians Group
SKMI0,Michigan Medicaid
52149,"Mid Atlantic Psychiatric Services, Inc. (MAPSI)"
47080,"Midlands Choice, Inc."
76079,Midwest Health Partners
TH074,"Midwest Health Plans, Inc."
59224,Mid-West National Life Insurance Co. of Tennessee - Insurance Center
74227,Mid-West National Life Insurance Co. of Tennessee - Student Insurance
MPHS1,Mills Peninsula Health Services
MPMG1,Mills Peninsula Medical Group
05018,MIPS
STJOE,Mission (St. Joseph Heritage Healthcare)
37233,Mississippi Public Entity Employee Benefit Trust
64088,Mississippi Select Health Care
37275,Missoula County Medical Benefits Plan
43179,Missouri Care/MC
SMMO0,Missouri Medicare Part B (WPS)
35316,MMA
62178,"MMS, LLC."
41154,MMSI
38333,Molina Healthcare of CALIFORNIA
51062,Molina Healthcare of Florida
38334,Molina Healthcare of MICHIGAN
20676,Molina Healthcare of Nevada
09824,Molina Healthcare of New Mexico
20149,Molina Healthcare of Ohio
20554,Molina Healthcare of Texas
38336,Molina Healthcare of WASHINGTON
91128,Molina Healthcare of Washington ASO
SX109,Molina Healthcare Utah (aka: American Family Care)
IP095,Monarch IPA
13174,Montefiore Contract Management Organization
TH094,Monumental Life Insurance Company
TH121,Monumental Life Insurance Company
35092,MORRIS ASSOCIATES
IP083,Mosaic IPA Medical Group
F9928200,Motion Picture Industries (MPI)
36111,Motorola
SB941,Mountain State Blue Cross and Blue Shield
86040,"Mountain States Administrative Services (Tucson, AZ)"
35177,MPlan (Medicaid)
95444,"MPLAN, Inc./HealthCare Group, LLC"
39634,Multiplan Inc. for American Family
34080,Multiplan Wisconsin Preferred Provider Network
81883,Municipal Health Benefit Fund
37256,Mutual Assurance Administrators
14165,MVP Health Plan of NY
65085,"NAA (North America Administrators, L.P.) (Nashville, TN)"
53011,NALC/Affordable
TH088,Naperville Healthcare
56175,National Benefit Administrators - New Jersey
56176,National Benefit Administrators - North Carolina
SMNY0,National Government Services
SMNY1,National Government Services
SMNY2,National Government Services
75275,National Health Insurance Company
SMMA0,National Heritage Insurance Company (NHIC)
SMME0,National Heritage Insurance Company (NHIC)
SMNH0,National Heritage Insurance Company (NHIC)
SMVT0,National Heritage Insurance Company (NHIC)
SX190,National Imaging Associates
52104,National Telecommunications Cooperative Association (NTCA - Staff)
52103,National Telecommunications Cooperative Association (NTCA)
31417,Nationwide Health Plans
75191,NCAS - Charlotte
75190,"NCAS - Fairfax, VA"
96107,Neighborhood Health Partnership of Florida
04293,"Neighborhood Health Plan (Boston, MA)"
05047,Neighborhood Health Plan of Rhode Island (NHPRI)
37255,Nesika Health Group
66055,"Netcare Life and Health Insurance (Hagatna, Guam)"
04332,Network Health
77076,Network Health Insurance Corp-Medicare
39144,"Network Health Plan of Wisconsin, Inc."
86067,NevadaCare
NCH09,New Century Health - Vista Cardiology
76031,New Era Employee Welfare Benefit Plan Trust
75281,New Era Life Insurance Company
65056,New Market Dimensions
SX164,New West Health Services
TH122,New York Life
11334,New York Network Management
48186,New York Presbyterian Community Health Plan
24819,New York Presbyterian System Select Health
38225,"NGS American, Inc"
11325,NHP/SHP (Neighborhood Health Providers and Suffolk Health Plan)
81264,Nippon Life Insurance Company of America
22603,NJ Carpenters Health Fund
PDT01,Noble AMA Select IPA
SB820,Noridian Medicare
SB960,Noridian Medicare
SKIA0,Noridian Medicare
SMAK0,Noridian Medicare
SMAZ0,Noridian Medicare
SMMT0,Noridian Medicare
SMND0,Noridian Medicare
SMOR0,Noridian Medicare
SMSD0,Noridian Medicare
SMUT0,Noridian Medicare
SMWA0,Noridian Medicare
SMWY0,Noridian Medicare
SKND0,North Dakota Medicaid (Medical)
36392,North Suburban Associated Physicians
35212,North Texas Healthcare Network
38238,Northern California Sheet Metal Workers Health Care Plan
36347,Northern Illinois Health Plan
88027,Northern Nevada Trust Fund
NMG01,Northridge Medical Group
36364,NorthShore University Health System Medical Group
60058,Northstar Advantage
NSA01,NorthStar Advantage
36234,NORTHWEST COMMUNITY HEALTH PARTNERS
62119,Northwest Diagnostic Clinic/SelectCare of Texas (NWDC)
36346,Northwest Suburban IPA (Illinois)
16644,"Nova Healthcare Administrators, Inc. (Grand Island, NY)"
06226,Novanet
71080,Novasys Health Network
37299,Nyhart
36402,OAK WEST PRIMARY PHYSICIAN ASSOCIATION
72127,Ochsner Health Plan
13350,ODS Health Plan
72087,Office of Group Benefits- Louisiana
14163,Ohana Health Plan
34189,"Ohio Health Choice, PPO"
95435,Ohio Health Group
22521,OK State Employees & Educators (EDS)
OMN02,Omnicare Medical Group (OMNI)
25150,"Omnicare, A Coventry Health Plan"
22321,One Call Medical
54154,Optima Health Plan
52152,"Optimum Choice of the Carolinas, Inc. (OCCI)"
41194,OptumHealth - CMC
SKOR0,Oregon Medical Assistance Program
13382,Orthonet - Uniformed Services Family Health Plan
13383,Orthonet- Aetna
13381,Orthonet Corporation - CIGNA
25681,Orthonet-HealthNet
62171,OSF Health Plans
SX193,OSNA Cigna Commercial
SX194,OSNA Cigna Medicare
SX195,OSNA United Health Care
06111,Oxford Health Plans
87068,P5 Health Plan Solutions of Utah
PCFCI,Pacific IPA
33053,PacifiCare Behavioral Health
95964,PacifiCare of Arizona - Claims
95959,PacifiCare of California - Claims
95962,PacifiCare of Colorado - Claims
95999,PacifiCare PPO - All States
93029,PacificSource Health Plans
37287,PAI
SMOH0,Palmetto
SMSC0,Palmetto Government Benefit Administrators
SRRGA,Palmetto Government Benefit Administrators
SX158,Paramount Health
66917,Parkland Community Health Plan
SX140,Partnership Health of California-CAPHP
SX154,Passport Advantage
61129,Passport Health Plan
10525,"Patient Advocates, LLC"
68049,Peach State Health Plan
72126,Peoples Health Network
25146,PersonalCare
13306,PHCS Savility Payers
03440,Phoenix Health Plan
12399,"PHP - Physicians Health Plan of Northern Indiana (Fort Wayne, IN)"
62155,PHP TennCare
37330,Phyicians Health Plan (PHP) Mid-Michigan
PA513,Physician Associates of the Greater San Gabriel Valley
15749,Physicians Alliance/Stones River Regional IPA
36345,"Physicians Care Network (Rockford, IL only)"
37136,Physicians Health Association of Illinois
TH114,Physicians Health Choice - Encounters
TH113,Physicians Health Claims - Claims
20398,Physicians Health Collaborative
MHM03,Physicians Health Network
09173,Physicians Health Plan (PHP) - SC
47027,Physicians Mutual Insurance Company
39156,Physicians Plus Insurance Corporation
TH131,Physicians United Plan
06607,Piedmont Behavioral Health
09861,PIMA Health
24735,"Pinnacle Claims Management, Inc."
45985,Pinnacle Physician Management ORG
84109,Pinnacol Assurance
PIONR,Pioneer Medical Group
37224,Pittman & Associates
64160,Pivotal Plan
32680,Poly America Medical & Dental Benefits Plan
16111,POMCO
IP057,Pomona Valley Medical Group
72148,PPOPlus LLC
04334,Practicare Inc
36373,"Prairie States Enterprises, Inc."
61665,Preferred Benefits Administrator
SX089,Preferred Care
59291,Preferred Care FL
56178,Preferred Care NC
65088,"Preferred Care Partners, Florida"
73145,Preferred Community Choice/PCCSelect/CompMed
61106,"Preferred Health Plan (Louisville, KY)"
31478,Preferred Health Professionals
60110,Preferred Health Systems Insurance Company
PFIPA,Preferred IPA
36401,"Preferred Network Access, Inc."
41147,PreferredOne (MN)
90441,PREMIER HEALTH SYS
90440,"Premier Health Systems, Inc"
05003,Presbyterian (NM)
45056,Prestige Health Choice
39185,Prevea Health Plan
IP096,Prima Health IPA
IP079,Primary Care Associates Medical Group
82048,Primary Health Network
56144,"Primary PhysicianCare, Inc."
56190,Prime Vision Health
61604,Prime West Health Plan
38217,Priority Health
37268,"Prism Network, Inc."
37296,"Prism Network, Inc."
37303,Prism-First Health
37315,Prism-Univera
38329,"Pro Care Health Plan, Inc. (Detroit, MI)"
70259,ProCare Health Plan Medicaid
59296,"Professional Benefit Administrators (Winter Park, FL)"
36331,"Professional Benefit Administrators, Inc. (Oak Brook, IL)"
41163,Professional Claim Administrators
59041,Professional Insurance Company (PIC) (Formerly GE Voluntary Benefits PIC)
34134,Professional Risk Management
37309,Protective Life Insurance Company
SX131,Providence of Oregon Choice Option
SX132,Providence of Oregon Good Health Plan
SX133,Providence of Oregon Health Plan
SX134,Providence of Oregon Health Plan HMO
SX135,Providence of Oregon Medicaid
SX136,Providence of Oregon Medicaid Option
SX137,Providence of Oregon Medicare Extra
SX138,Providence of Oregon Option
SX139,Providence of Oregon Traditional Option
SX187,Providence PPO
09822,PSN - Florida Medicaid (JMH
51052,"PSYCHCARE, LLC"
42172,"PUGET SOUND HEALTH PARTNERS, INC."
39197,"Quad Med LLC (Pewaukee, WI)"
35174,Qual Choice of Arkansas
23342,"QualCare, Inc."
37129,"Quincy Health Care Management, Inc."
57117,"QVI Risk Solutions, Inc."
91176,"RBMS, LLC"
SB850,Regence Blue Cross Blue Shield of Oregon
SB611,Regence Blue Shield of Idaho
SB931,Regence Blue Shield of Washington
38221,Regency Employee Benefits
47076,"Regional Care, Inc."
73066,Reserve National Insurance
37278,ResourceOne Administrators
36396,Resurrection Health Care Preferred/FKA Family Medical Network
37331,RightChoice Benefit Administrators
16117,"RMSCO, INC."
SB790,Rocky Mountain Health Care Corp.
SX141,Rocky Mountain Health Plan - Grand Junction
36339,Rush Health Association
36389,Rush Prudential Health Plans (HMO Only)
63070,RWDSU BENEFIT FUND
31441,S & S Healthcare Strategies
35164,Sagamore Health Network
37105,Sage Technologies
37137,Sage Technologies - PBS
88029,SAINT MARY'S HEALTH PLAN
91184,Sanford Health Plan
77038,Sante Health System and Affiliates
72261,SCAN Health Plan
73172,Scan Health Plan Arizona
20460,SCAN Long Term Care
16146,SCHC Total Care Inc. (Acceptius Gateway payer)
TH002,Scott & White
SVIPA,Seaview IPA
28530,"Secure Health Plans of Georgia, LLC"
39045,Security Health Plan
SA704,Select Advantage
37282,Select Benefit Administrators of America
23285,Select Health of South Carolina
20415,Select Senior Clinic
00014,SelectCare
76045,SelectCare of Texas (HPN)  Heritage Physicians Network
61225,SelectCare of Texas (Kelsey-Seybold)
SX107,SelectHealth
59111,"Self Insured Benefit Administrators (Clearwater, FL)"
36404,"Self Insured Plans (Naples, FL)"
34131,"Self-Funded Plans, Inc."
83035,SENIOR WHOLE HEALTH
23249,Sentinel Management Services
39033,Sentry Insurance a Mutual Company
76056,Seton CHIP
TH080,Seton Employee Plan
TH079,Seton Health Plan - Exclusive
TH081,Seton MAP Program
75280,Shasta Administrative Services
76342,Sierra Health Services
62159,Signature Health Alliance
36387,Silver Cross Managed Care Organization
84076,Sinclair Health Plan
84096,Sloans Lake Preferred Health Networks
02057,Smith Administrators
SKSC0,South Carolina Department of Health & Human Services
SX142,South Indiana Health Operations - HMO
SX143,South Indiana Health Options - Prime Care Choice
SX144,South Indiana Health Options - TPA
35227,South Point Hotel & Casino
25147,SouthCare/Healthcare Preferred
TH116,Southeast Texas Govt Employees Benefit Pool
37318,Southern Benefit Services
SCP01,Southern Cal Physicians Managed Care Services
25128,"Southern Health Services, Inc."
SWSTA,Southwest Administrators California
52190,Special Risk International
23253,"Spectrum Administrators Inc. - TPA Allentown, PA (IHS Gateway Payer)"
TH100,Spohn Health
22240,St. Barnabas System Health Plan
37264,St. John's Claims Administration
37116,St. Therese Physician Association
59225,Star HRG
61425,Starmark
SKME0,State of Maine Bureau of Medical Services
57254,State of Texas Dental Plan
75087,States General Life Insurance
91151,Sterling Option 1
31121,"Stoner and Associates (Cincinnati, OH)"
15752,Stones River Regional IPA- Windsor
88331,Suffolk Health Plan of New York
95202,SummaCare Health Plan
86071,Summerlin Life & Health Insurance
37301,"Summit America Insurance Services, Inc."
SX186,Sun Health Corporation
67815,Sun Life and Health Insurance Company (U.S.) (formerly GLHIC)
68057,Sunshine State Health Plan
23218,"Superior Administrators, Inc (Santa Ana, CA)"
39188,Superior Health Plan Texas
36411,Swedish Covenant Hospital
TALMG,Talbert Medical Group
88067,Tall Tree Administrators
37228,Tarrant Health Services
94304,TBT
88019,Teachers Health Trust
75139,Team Choice Gold
75133,Team Choice PNS
75134,Team Choice UMC
36612,Teamsters Local Union #301
TXCSM,TEXAS CHILDRENS HEALTH
76048,Texas Children's Health Plan
75228,Texas Childrens Health Plan (Medicaid)
76046,Texas First Health Plans (TIOPA)
TH089,Texas Premier Plan
TH055,Texas True Choice
13185,TexasFirst Health Plan (NTX)
75600,The City of Odessa
28777,The EPOCH Group
37305,"The Ford Meter Box Company, Inc."
20356,The Health Exchange (Cerner Corporation)
34150,"The Health Plan (Massillon, Ohio and St. Clairsville, Ohio only)"
58200,"The Integrity Benefit Group, Inc."
23223,"The Loomis Company - TPA Wyomissing, PA (IHS Gateway Payer)"
59227,The MEGA Life & Health Insurance Company-OKC
59087,The National Radiology Network
13522,The Perfect Health Insurance Co.
13142,The Union Labor Life Insurance Company
SX160,Thomas H. Cooper
25175,"Three Rivers Health Plans, Inc"
74214,TML Intergovernmental Employee Benefit Pool
15750,TN IPA
20081,Today's Health Wisconsin
92620,Tongass Timber Trust
THIPA,Torrance Hospital IPA
31182,Total Community Care
38201,"Total Healthcare, Inc."
97910,Touchpoint Health Plan HMO
23856,Touchstone Health PSO
13402,TOUCHSTONE HEALTH/HEALTH NET SMART CHOICE
69493,Tower Life Insurance Co.
37230,TR Paul Inc.
SMCO0,TrailBlazer Health Enterprises (THE)
SMNM0,TrailBlazer Health Enterprises (THE)
SMOK0,TrailBlazer Health Enterprises (THE)
SMTX0,TrailBlazer Health Enterprises (THE)
SMVA0,TrailBlazer Health Enterprises (THE)
TH127,TransAmerica Assurance Company (TLIN3)
TH126,TransAmerica Assurance Company (TLINS)
TH124,TransAmerica Assurance Company (TSAA2)
TH125,TransAmerica Assurance Company (TSAAC)
59222,TransAmerica Life Insurance Company
TH128,TransAmerica Occidental Life Insurance (TOLIC)
37284,TransChoice-Key Benefit Administrators
36397,Trellis Health Partners
73117,Tribute /SelectCare of Oklahoma
57106,"Tricare, North Region"
SB924,Trigon Blue Cross and Blue Shield (Virginia)
34185,TriSurant (formerly Health Administration Services-HAS)
98514,TRLHN/AS
50884,TRLHN/AU
62777,TRLHN/EB
54210,True Choice USA
91078,Trusteed Plans Service Corporation
SX192,UAHC Health Plan of Tennessee
SX178,UCARE of Minnesota
TH065,UFCW
SB910,UHIN
SKUT0,UHIN
22329,UHP of New Jersey
,UICI - Administrators - State of Nevada
31107,UMR - Cincinnati (formerly known as United Medical Resources)
95266,UMR - Harrington (formerly known as Harrington Benefit Services-Columbus)
37237,UMR - Lexington (formerly known as CommonWealth Administrative Group)
79480,UMR - Onalaska (formerly known as Midwest Security of WI)
75196,UMR -Harrington (formerly known as Harrington Benefit Services-Westerville)
52180,UMWA Health & Retirement Funds
35198,Unified Group Services
62170,Unified Health Services
75243,Uniform Medical Plan/Harrington Benefit Services
87042,UNION PACIFIC RAILROAD EMPLOYES Health Systems
70408,Union Security Insurance Company
SKLA0,UNISYS Corp.
SKNJ0,UNISYS Corp.
SKWV0,UNISYS Corp.
UABT1,United Agriculture Benefit Trust
36659,UNITED FOOD & COMM. WORKERS MIDWEST UNIONS & EMPLOYERS HEALTH BENEFITS FUND
95378,United Healthcare of River Valley
36273,United Healthcare Ovations Insurance Solutions (AARP)
84132,United Medical Alliance
66705,Unity Health Insurance
SX087,Univera - Health Care Plan/ChoiceCare Buffalo
SX086,Univera - Pre Paid Health Plan of NY
SX088,Univera - Univera Health Southern Tier
SX090,Univera SSA ENY
SX091,Univera SSA WNY
33001,Universal Care - California
50528,"Universal Health Care, Inc"
09830,University Family Care
07503,University Family Care - Healthcare Group
09908,University Family Care - Maricopa Health Plan
SX155,University of Utah Health Plans
IP056,Upland Medical Group
23281,UPMC Health Plan
37324,Upper Peninsula Health Group (TPA)
38337,Upper Peninsula Health Plan (Medicaid)
93092,US Benefits
TH103,US Family Health Plan (USFHP)
74095,USAA (United Services Automobile Association)
TH021,USC Health Services
13407,USFHP - St. Vincent Catholic Medical Centers of New York
12115,VA Fee Basis Programs
TH022,Valley Baptist Health Plan
VCIPA,Valley Care IPA
SX173,Value Options - Commercial
72128,"Vantage Health Plan, Inc."
66126,Verdugo Hills Medical Group
VHMG1,Verdugo Hills Medical Group
75256,Verity National Group
VVIPA,Victor Valley IPA
24818,Vida Care
73743,Village Family Practice
CVAK1,Virginia Medicaid
SX198,Virginia Premier Gold
54176,Virginia Premier Health Plan
55248,Vista Health Plan
NCH08,Vista Oncology - New Century Infusion Solutions
63114,Viva Health Plan
77073,VNS CHOICE Medicare
59266,VOLUSIA HEALTH NETWORK
22264,Vytra Healthcare
SB930,WA - Premera Blue Cross
85256,Wabash Memorial Hospital Association
SX063,Washington Labor & Industry
73155,Waterstone Benefit Administrators
36337,Weiss Health Providers
14164,Wellcare of CT
59608,Wellcare of Florida
77072,Wellcare Private Fee for Service Plans
SB640,Wellmark
SB889,Wellmark
TH023,WellMed
25129,WellPath
87815,"Wells Fargo Third Party Administrators, Inc."
WCMG1,West Corvina Medical Group
66124,West Covina Medical Group
SMWV0,West VA Medicare B
37306,Western Health Inc
37247,Western Mutual Insurance
31048,"Western Southern Financial Group (Cincinnati, OH)"
TH101,Westlake Financial Group
90560,"WestLake Financial Group, Inc."
38232,Weyco Inc.
93050,William C. Earhart
11696,Windsor Home Network
62153,Windsor Medicare Extra
39200,Wisconsin Auto and Truck Dealers
SX162,Wisconsin Physicians Service - Third Party Pricing
SCWI0,Wisconsin Physicians Service Insurance Corporation
SMIL0,Wisconsin Physicians Service Insurance Corporation
SMMI0,Wisconsin Physicians Service Insurance Corporation
SMWI0,Wisconsin Physicians Service Insurance Corporation
SX022,Wisconsin Physicians Service Insurance Corporation
SX067,Workers Comp of West Virginia
20333,"Worksite Benefit Services, LLC"
75276,World Insurance Company
77080,WPP-ElderCare Wisconsin
SMMN0,WPS
23710,Writers' Guild - Industry Health Plan
09829,Yavapai County
75285,Young Life
